Index,Week,Customer,Product,Qty,Money
563,14,"Hackett, Rippin and Wiza",Gel,30,900
564,14,Harvey-Daugherty,Dry,417,16680
565,14,Harvey-Daugherty,Mousse,128,4480
566,14,Harvey-Daugherty,Conditioner,196,11760
567,14,Hyatt-Ullrich,Mousse,13,455
568,14,Hyatt-Ullrich,Conditioner,24,1440
569,14,Hyatt-Ullrich,Shampoo,42,2100
570,14,"White, Fay and Kertzmann",Dry,77,3080
571,14,"White, Fay and Kertzmann",Conditioner,10,600
572,14,"White, Fay and Kertzmann",Gel,110,3300
573,14,Powlowski-Kovacek,Conditioner,36,2160
574,14,Powlowski-Kovacek,Shampoo,48,2400
575,14,Powlowski-Kovacek,Dry,76,3040
576,14,"Parker, Runte and Treutel",Conditioner,53,3180
577,14,"Parker, Runte and Treutel",Gel,151,4530
578,14,"Parker, Runte and Treutel",Mousse,586,20510
579,14,Gleason Group,Gel,613,18390
580,14,Gleason Group,Dry,410,16400
581,14,Gleason Group,Shampoo,79,3950
582,14,"Lynch, Feil and Bednar",Gel,194,5820
583,14,"Lynch, Feil and Bednar",Shampoo,98,4900
584,14,"Lynch, Feil and Bednar",Mousse,53,1855
585,14,Johnston-Paucek,Mousse,123,4305
586,14,Johnston-Paucek,Dry,413,16520
587,14,Johnston-Paucek,Shampoo,270,13500
588,14,Dach Group,Shampoo,110,5500
589,14,Dach Group,Gel,211,6330
590,14,Dach Group,Conditioner,44,2640
591,14,Rutherford-Hammes,Dry,59,2360
592,14,Rutherford-Hammes,Conditioner,30,1800
593,14,Rutherford-Hammes,Shampoo,35,1750
594,14,"Bogan, Upton and Schoen",Gel,612,18360
595,14,"Bogan, Upton and Schoen",Conditioner,48,2880
596,14,"Bogan, Upton and Schoen",Dry,419,16760
597,14,"Gibson, Runolfsson and Gutmann",Gel,152,4560
598,14,"Gibson, Runolfsson and Gutmann",Dry,449,17960
599,14,"Gibson, Runolfsson and Gutmann",Conditioner,185,11100
600,15,Jewess PLC,Mousse,145,5075
601,15,Jewess PLC,Gel,145,4350
602,15,Jewess PLC,Conditioner,177,10620
603,15,Reynolds-Ortiz,Gel,194,5820
604,15,Reynolds-Ortiz,Shampoo,21,1050
605,15,Reynolds-Ortiz,Dry,32,1280
606,15,"Franecki, Osinski and Ferry",Shampoo,69,3450
607,15,"Franecki, Osinski and Ferry",Gel,680,20400
608,15,"Franecki, Osinski and Ferry",Conditioner,199,11940
609,15,Purdy-Tillman,Shampoo,43,2150
610,15,Purdy-Tillman,Dry,67,2680
611,15,Purdy-Tillman,Gel,26,780
612,15,Haag-Sanford,Shampoo,21,1050
613,15,Haag-Sanford,Conditioner,16,960
614,15,Haag-Sanford,Dry,161,6440
615,15,McDermott Ltd,Dry,77,3080
616,15,McDermott Ltd,Conditioner,3,180
617,15,McDermott Ltd,Shampoo,51,2550
618,15,Howell-Champlin,Mousse,515,18025
619,15,Howell-Champlin,Gel,162,4860
620,15,Howell-Champlin,Conditioner,34,2040
621,15,Schmitt-Legros,Dry,153,6120
622,15,Schmitt-Legros,Gel,50,1500
623,15,Schmitt-Legros,Mousse,43,1505
624,15,"Zboncak, Labadie and West",Gel,38,1140
625,15,"Zboncak, Labadie and West",Mousse,28,980
626,15,"Zboncak, Labadie and West",Shampoo,43,2150
627,15,Dach-White,Dry,143,5720
628,15,Dach-White,Conditioner,23,1380
629,15,Dach-White,Gel,53,1590
630,15,Lueilwitz and Sons,Conditioner,10,600
631,15,Lueilwitz and Sons,Gel,219,6570
632,15,Lueilwitz and Sons,Dry,125,5000
633,15,Jacobi PLC,Mousse,73,2555
634,15,Jacobi PLC,Conditioner,36,2160
635,15,Jacobi PLC,Shampoo,10,500
636,15,"Ruecker, Bashirian and Moen",Conditioner,35,2100
637,15,"Ruecker, Bashirian and Moen",Gel,97,2910
638,15,"Ruecker, Bashirian and Moen",Shampoo,46,2300
639,15,Bayer Inc,Mousse,532,18620
640,15,Bayer Inc,Shampoo,290,14500
641,15,Bayer Inc,Conditioner,44,2640
642,15,"Johnston, Feeney and Collier",Mousse,61,2135
643,15,"Johnston, Feeney and Collier",Gel,60,1800
644,15,"Johnston, Feeney and Collier",Dry,138,5520
645,15,Simonis Ltd,Mousse,34,1190
646,15,Simonis Ltd,Conditioner,37,2220
647,15,Simonis Ltd,Shampoo,49,2450
648,15,Schowalter-Dooley,Conditioner,12,720
649,15,Schowalter-Dooley,Mousse,90,3150
650,15,Schowalter-Dooley,Dry,61,2440
651,15,Fritsch Inc,Shampoo,70,3500
652,15,Fritsch Inc,Dry,453,18120
653,15,Fritsch Inc,Gel,620,18600
654,15,Howe-Koepp,Gel,163,4890
655,15,Howe-Koepp,Conditioner,40,2400
656,15,Howe-Koepp,Mousse,587,20545
657,15,Little LLC,Shampoo,100,5000
658,15,Little LLC,Dry,42,1680
659,15,Little LLC,Gel,194,5820
660,15,"Gislason, Kuhic and Leffler",Shampoo,87,4350
661,15,"Gislason, Kuhic and Leffler",Mousse,593,20755
662,15,"Gislason, Kuhic and Leffler",Conditioner,167,10020
663,15,Ortiz-McGlynn,Dry,138,5520
664,15,Ortiz-McGlynn,Mousse,175,6125
665,15,Ortiz-McGlynn,Conditioner,21,1260
666,15,Kuhic-Barton,Shampoo,302,15100
667,15,Kuhic-Barton,Gel,128,3840
668,15,Kuhic-Barton,Conditioner,47,2820
669,15,"Upton, Cronin and Hermiston",Dry,152,6080
670,15,"Upton, Cronin and Hermiston",Mousse,52,1820
671,15,"Upton, Cronin and Hermiston",Conditioner,63,3780
672,15,Bergstrom-Reynolds,Gel,631,18930
673,15,Bergstrom-Reynolds,Mousse,590,20650
674,15,Bergstrom-Reynolds,Dry,397,15880
675,15,Jerde PLC,Mousse,166,5810
676,15,Jerde PLC,Dry,40,1600
677,15,Jerde PLC,Conditioner,62,3720
678,15,Fahey PLC,Mousse,105,3675
679,15,Fahey PLC,Shampoo,306,15300
680,15,Fahey PLC,Conditioner,185,11100
681,15,Feeney LLC,Shampoo,10,500
682,15,Feeney LLC,Gel,104,3120
683,15,Feeney LLC,Conditioner,7,420
684,15,Goldner and Sons,Shampoo,82,4100
685,15,Goldner and Sons,Mousse,161,5635
686,15,Goldner and Sons,Conditioner,21,1260
687,15,Flatley Group,Dry,69,2760
688,15,Flatley Group,Conditioner,10,600
689,15,Flatley Group,Shampoo,61,3050
690,15,"Schuppe, Homenick and Labadie",Shampoo,99,4950
691,15,"Schuppe, Homenick and Labadie",Mousse,32,1120
692,15,"Schuppe, Homenick and Labadie",Dry,33,1320
693,15,"Schowalter, Halvorson and Bechtelar",Dry,21,840
694,15,"Schowalter, Halvorson and Bechtelar",Conditioner,33,1980
695,15,"Schowalter, Halvorson and Bechtelar",Shampoo,52,2600
696,15,"Bailey, Bergnaum and Sanford",Dry,421,16840
697,15,"Bailey, Bergnaum and Sanford",Gel,149,4470
698,15,"Bailey, Bergnaum and Sanford",Conditioner,191,11460
699,15,"Wintheiser, Witting and Fay",Mousse,60,2100
700,15,"Wintheiser, Witting and Fay",Conditioner,55,3300
701,15,"Wintheiser, Witting and Fay",Dry,31,1240
702,15,Mann Inc,Dry,61,2440
703,15,Mann Inc,Conditioner,12,720
704,15,Mann Inc,Gel,41,1230
705,15,Lockman-Marquardt,Mousse,75,2625
706,15,Lockman-Marquardt,Gel,23,690
707,15,Lockman-Marquardt,Dry,69,2760
708,15,Corwin Ltd,Shampoo,55,2750
709,15,Corwin Ltd,Gel,672,20160
710,15,Corwin Ltd,Mousse,597,20895
711,15,Bradtke Inc,Conditioner,24,1440
712,15,Bradtke Inc,Shampoo,54,2700
713,15,Bradtke Inc,Dry,18,720
714,15,Marks Ltd,Dry,143,5720
715,15,Marks Ltd,Mousse,187,6545
716,15,Marks Ltd,Conditioner,14,840
717,15,Harvey-Baumbach,Shampoo,72,3600
718,15,Harvey-Baumbach,Mousse,566,19810
719,15,Harvey-Baumbach,Gel,632,18960
720,15,King Group,Mousse,100,3500
721,15,King Group,Conditioner,10,600
722,15,King Group,Dry,72,2880
723,15,Hintz-Mohr,Shampoo,282,14100
724,15,Hintz-Mohr,Mousse,157,5495
725,15,Hintz-Mohr,Conditioner,181,10860
726,15,"Schroeder, Crist and Medhurst",Dry,147,5880
727,15,"Schroeder, Crist and Medhurst",Shampoo,90,4500
728,15,"Schroeder, Crist and Medhurst",Mousse,189,6615
729,15,Shanahan-Aufderhar,Gel,99,2970
730,15,Shanahan-Aufderhar,Mousse,93,3255
731,15,Shanahan-Aufderhar,Dry,17,680
732,15,Beier Inc,Gel,635,19050
733,15,Beier Inc,Shampoo,78,3900
734,15,Beier Inc,Mousse,539,18865
735,15,Schuppe LLC,Mousse,29,1015
736,15,Schuppe LLC,Shampoo,45,2250
737,15,Schuppe LLC,Conditioner,28,1680
738,15,Spinka PLC,Conditioner,14,840
739,15,Spinka PLC,Dry,175,7000
740,15,Spinka PLC,Shampoo,24,1200
741,15,Predovic LLC,Conditioner,67,4020
742,15,Predovic LLC,Dry,32,1280
743,15,Predovic LLC,Shampoo,94,4700
744,15,Tremblay and Sons,Shampoo,29,1450
745,15,Tremblay and Sons,Conditioner,61,3660
746,15,Tremblay and Sons,Mousse,198,6930
747,15,Hoppe Ltd,Shampoo,92,4600
748,15,Hoppe Ltd,Gel,49,1470
749,15,Hoppe Ltd,Mousse,41,1435
750,15,West Inc,Shampoo,13,650
751,15,West Inc,Mousse,79,2765
752,15,West Inc,Conditioner,9,540
753,15,Becker-McGlynn,Gel,653,19590
754,15,Becker-McGlynn,Conditioner,45,2700
755,15,Becker-McGlynn,Dry,402,16080
756,15,Mertz LLC,Mousse,175,6125
757,15,Mertz LLC,Dry,29,1160
758,15,Mertz LLC,Shampoo,18,900
759,15,Zieme-Kiehn,Shampoo,27,1350
760,15,Zieme-Kiehn,Gel,195,5850
761,15,Zieme-Kiehn,Conditioner,72,4320
762,15,"Luettgen, Mraz and Barrows",Gel,625,18750
763,15,"Luettgen, Mraz and Barrows",Dry,436,17440
764,15,"Luettgen, Mraz and Barrows",Mousse,567,19845
765,15,Treutel Inc,Conditioner,69,4140
766,15,Treutel Inc,Shampoo,74,3700
767,15,Treutel Inc,Gel,208,6240
768,15,Kuvalis-O'Keefe,Mousse,44,1540
769,15,Kuvalis-O'Keefe,Shampoo,87,4350
770,15,Kuvalis-O'Keefe,Dry,43,1720
771,15,Casper Ltd,Gel,215,6450
772,15,Casper Ltd,Conditioner,9,540
773,15,Casper Ltd,Mousse,171,5985
774,15,"Ullrich, Friesen and Heathcote",Dry,66,2640
775,15,"Ullrich, Friesen and Heathcote",Conditioner,10,600
776,15,"Ullrich, Friesen and Heathcote",Gel,21,630
777,15,Feeney-Smith,Mousse,20,700
778,15,Feeney-Smith,Shampoo,45,2250
779,15,Feeney-Smith,Conditioner,30,1800
780,15,Jacobs-Pacocha,Shampoo,92,4600
781,15,Jacobs-Pacocha,Mousse,195,6825
782,15,Jacobs-Pacocha,Conditioner,15,900
783,15,Ondricka Ltd,Gel,196,5880
784,15,Ondricka Ltd,Conditioner,23,1380
785,15,Ondricka Ltd,Mousse,188,6580
786,15,Hermiston Inc,Dry,416,16640
787,15,Hermiston Inc,Gel,135,4050
788,15,Hermiston Inc,Conditioner,178,10680
789,15,"King, Schneider and Kuphal",Dry,83,3320
790,15,"King, Schneider and Kuphal",Shampoo,10,500
791,15,"King, Schneider and Kuphal",Gel,108,3240
792,15,Thiel-Wilderman,Shampoo,62,3100
793,15,Thiel-Wilderman,Mousse,562,19670
794,15,Thiel-Wilderman,Dry,121,4840
795,15,Glover Group,Shampoo,26,1300
796,15,Glover Group,Gel,200,6000
797,15,Glover Group,Mousse,188,6580
798,15,Hand-Schoen,Dry,126,5040
799,15,Hand-Schoen,Gel,612,18360
800,15,Hand-Schoen,Mousse,134,4690
801,15,Orn Ltd,Conditioner,43,2580
802,15,Orn Ltd,Gel,164,4920
803,15,Orn Ltd,Mousse,539,18865
804,15,"Swift, Yost and Stoltenberg",Conditioner,76,4560
805,15,"Swift, Yost and Stoltenberg",Shampoo,28,1400
806,15,"Swift, Yost and Stoltenberg",Dry,52,2080
807,15,Bauch PLC,Dry,143,5720
808,15,Bauch PLC,Mousse,57,1995
809,15,Bauch PLC,Shampoo,95,4750
810,15,Goodwin-Purdy,Conditioner,200,12000
811,15,Goodwin-Purdy,Dry,436,17440
812,15,Goodwin-Purdy,Gel,159,4770
813,15,Kassulke Ltd,Mousse,17,595
814,15,Kassulke Ltd,Gel,21,630
815,15,Kassulke Ltd,Shampoo,42,2100
816,15,"Dach, Berge and Lebsack",Gel,201,6030
817,15,"Dach, Berge and Lebsack",Dry,35,1400
818,15,"Dach, Berge and Lebsack",Shampoo,16,800
819,15,"Hoppe, Wuckert and Moore",Conditioner,4,240
820,15,"Hoppe, Wuckert and Moore",Dry,70,2800
821,15,"Hoppe, Wuckert and Moore",Shampoo,47,2350
822,15,Gottlieb-Bahringer,Conditioner,34,2040
823,15,Gottlieb-Bahringer,Gel,129,3870
824,15,Gottlieb-Bahringer,Shampoo,13,650
825,15,Leuschke-Bahringer,Dry,139,5560
826,15,Leuschke-Bahringer,Shampoo,14,700
827,15,Leuschke-Bahringer,Mousse,154,5390
828,15,Brakus-Langosh,Conditioner,169,10140
829,15,Brakus-Langosh,Shampoo,296,14800
830,15,Brakus-Langosh,Mousse,151,5285
831,15,Green-Schoen,Dry,33,1320
832,15,Green-Schoen,Gel,188,5640
833,15,Green-Schoen,Shampoo,98,4900
834,15,"Thompson, Schmeler and Emard",Dry,448,17920
835,15,"Thompson, Schmeler and Emard",Conditioner,159,9540
836,15,"Thompson, Schmeler and Emard",Mousse,135,4725
837,15,Marvin Inc,Shampoo,8,400
838,15,Marvin Inc,Conditioner,10,600
839,15,Marvin Inc,Mousse,109,3815
840,15,Schimmel Inc,Shampoo,309,15450
841,15,Schimmel Inc,Mousse,115,4025
842,15,Schimmel Inc,Gel,164,4920
843,15,Schaden Inc,Dry,69,2760
844,15,Schaden Inc,Shampoo,48,2400
845,15,Schaden Inc,Conditioner,6,360
846,15,Ritchie-Kunze,Mousse,500,17500
847,15,Ritchie-Kunze,Shampoo,286,14300
848,15,Ritchie-Kunze,Conditioner,50,3000
849,15,"Schowalter, Casper and Moen",Dry,86,3440
850,15,"Schowalter, Casper and Moen",Mousse,78,2730
851,15,"Schowalter, Casper and Moen",Conditioner,8,480
852,15,Douglas PLC,Mousse,192,6720
853,15,Douglas PLC,Conditioner,11,660
854,15,Douglas PLC,Shampoo,22,1100
855,15,"Hauck, Stark and Denesik",Conditioner,50,3000
856,15,"Hauck, Stark and Denesik",Mousse,565,19775
857,15,"Hauck, Stark and Denesik",Shampoo,290,14500
858,15,McClure-Howe,Shampoo,8,400
859,15,McClure-Howe,Conditioner,7,420
860,15,McClure-Howe,Gel,94,2820
861,15,"Hackett, Rippin and Wiza",Conditioner,33,1980
862,15,"Hackett, Rippin and Wiza",Shampoo,63,3150
863,15,"Hackett, Rippin and Wiza",Gel,17,510
864,15,Harvey-Daugherty,Dry,406,16240
865,15,Harvey-Daugherty,Mousse,126,4410
866,15,Harvey-Daugherty,Conditioner,189,11340
867,15,Hyatt-Ullrich,Mousse,27,945
868,15,Hyatt-Ullrich,Conditioner,26,1560
869,15,Hyatt-Ullrich,Shampoo,38,1900
870,15,"White, Fay and Kertzmann",Dry,68,2720
871,15,"White, Fay and Kertzmann",Conditioner,8,480
872,15,"White, Fay and Kertzmann",Gel,79,2370
873,15,Powlowski-Kovacek,Conditioner,31,1860
874,15,Powlowski-Kovacek,Shampoo,44,2200
875,15,Powlowski-Kovacek,Dry,71,2840
876,15,"Parker, Runte and Treutel",Conditioner,53,3180
877,15,"Parker, Runte and Treutel",Gel,157,4710
878,15,"Parker, Runte and Treutel",Mousse,533,18655
879,15,Gleason Group,Gel,618,18540
880,15,Gleason Group,Dry,445,17800
881,15,Gleason Group,Shampoo,60,3000
882,15,"Lynch, Feil and Bednar",Gel,174,5220
883,15,"Lynch, Feil and Bednar",Shampoo,108,5400
884,15,"Lynch, Feil and Bednar",Mousse,34,1190
885,15,Johnston-Paucek,Mousse,150,5250
886,15,Johnston-Paucek,Dry,422,16880
887,15,Johnston-Paucek,Shampoo,302,15100
888,15,Dach Group,Shampoo,89,4450
889,15,Dach Group,Gel,223,6690
890,15,Dach Group,Conditioner,60,3600
891,15,Rutherford-Hammes,Dry,71,2840
892,15,Rutherford-Hammes,Conditioner,37,2220
893,15,Rutherford-Hammes,Shampoo,54,2700
894,15,"Bogan, Upton and Schoen",Gel,610,18300
895,15,"Bogan, Upton and Schoen",Conditioner,45,2700
896,15,"Bogan, Upton and Schoen",Dry,415,16600
897,15,"Gibson, Runolfsson and Gutmann",Gel,167,5010
898,15,"Gibson, Runolfsson and Gutmann",Dry,428,17120
899,15,"Gibson, Runolfsson and Gutmann",Conditioner,181,10860
900,16,Jewess PLC,Mousse,159,5565
901,16,Jewess PLC,Gel,166,4980
902,16,Jewess PLC,Conditioner,176,10560
903,16,Reynolds-Ortiz,Gel,206,6180
904,16,Reynolds-Ortiz,Shampoo,24,1200
905,16,Reynolds-Ortiz,Dry,32,1280
906,16,"Franecki, Osinski and Ferry",Shampoo,72,3600
907,16,"Franecki, Osinski and Ferry",Gel,657,19710
908,16,"Franecki, Osinski and Ferry",Conditioner,177,10620
909,16,Purdy-Tillman,Shampoo,44,2200
910,16,Purdy-Tillman,Dry,81,3240
911,16,Purdy-Tillman,Gel,26,780
912,16,Haag-Sanford,Shampoo,35,1750
913,16,Haag-Sanford,Conditioner,7,420
914,16,Haag-Sanford,Dry,141,5640
915,16,McDermott Ltd,Dry,56,2240
916,16,McDermott Ltd,Conditioner,9,540
917,16,McDermott Ltd,Shampoo,53,2650
918,16,Howell-Champlin,Mousse,561,19635
919,16,Howell-Champlin,Gel,171,5130
920,16,Howell-Champlin,Conditioner,47,2820
921,16,Schmitt-Legros,Dry,142,5680
922,16,Schmitt-Legros,Gel,62,1860
923,16,Schmitt-Legros,Mousse,54,1890
924,16,"Zboncak, Labadie and West",Gel,37,1110
925,16,"Zboncak, Labadie and West",Mousse,30,1050
926,16,"Zboncak, Labadie and West",Shampoo,48,2400
927,16,Dach-White,Dry,145,5800
928,16,Dach-White,Conditioner,17,1020
929,16,Dach-White,Gel,66,1980
930,16,Lueilwitz and Sons,Conditioner,13,780
931,16,Lueilwitz and Sons,Gel,200,6000
932,16,Lueilwitz and Sons,Dry,146,5840
933,16,Jacobi PLC,Mousse,78,2730
934,16,Jacobi PLC,Conditioner,41,2460
935,16,Jacobi PLC,Shampoo,12,600
936,16,"Ruecker, Bashirian and Moen",Conditioner,39,2340
937,16,"Ruecker, Bashirian and Moen",Gel,98,2940
938,16,"Ruecker, Bashirian and Moen",Shampoo,60,3000
939,16,Bayer Inc,Mousse,568,19880
940,16,Bayer Inc,Shampoo,301,15050
941,16,Bayer Inc,Conditioner,45,2700
942,16,"Johnston, Feeney and Collier",Mousse,44,1540
943,16,"Johnston, Feeney and Collier",Gel,46,1380
944,16,"Johnston, Feeney and Collier",Dry,163,6520
945,16,Simonis Ltd,Mousse,20,700
946,16,Simonis Ltd,Conditioner,20,1200
947,16,Simonis Ltd,Shampoo,31,1550
948,16,Schowalter-Dooley,Conditioner,10,600
949,16,Schowalter-Dooley,Mousse,91,3185
950,16,Schowalter-Dooley,Dry,63,2520
951,16,Fritsch Inc,Shampoo,75,3750
952,16,Fritsch Inc,Dry,445,17800
953,16,Fritsch Inc,Gel,642,19260
954,16,Howe-Koepp,Gel,144,4320
955,16,Howe-Koepp,Conditioner,51,3060
956,16,Howe-Koepp,Mousse,560,19600
957,16,Little LLC,Shampoo,126,6300
958,16,Little LLC,Dry,26,1040
959,16,Little LLC,Gel,235,7050
960,16,"Gislason, Kuhic and Leffler",Shampoo,65,3250
961,16,"Gislason, Kuhic and Leffler",Mousse,555,19425
962,16,"Gislason, Kuhic and Leffler",Conditioner,199,11940
963,16,Ortiz-McGlynn,Dry,127,5080
964,16,Ortiz-McGlynn,Mousse,167,5845
965,16,Ortiz-McGlynn,Conditioner,15,900
966,16,Kuhic-Barton,Shampoo,290,14500
967,16,Kuhic-Barton,Gel,156,4680
968,16,Kuhic-Barton,Conditioner,53,3180
969,16,"Upton, Cronin and Hermiston",Dry,132,5280
970,16,"Upton, Cronin and Hermiston",Mousse,31,1085
971,16,"Upton, Cronin and Hermiston",Conditioner,65,3900
972,16,Bergstrom-Reynolds,Gel,683,20490
973,16,Bergstrom-Reynolds,Mousse,573,20055
974,16,Bergstrom-Reynolds,Dry,465,18600
975,16,Jerde PLC,Mousse,174,6090
976,16,Jerde PLC,Dry,42,1680
977,16,Jerde PLC,Conditioner,59,3540
978,16,Fahey PLC,Mousse,110,3850
979,16,Fahey PLC,Shampoo,298,14900
980,16,Fahey PLC,Conditioner,189,11340
981,16,Feeney LLC,Shampoo,15,750
982,16,Feeney LLC,Gel,110,3300
983,16,Feeney LLC,Conditioner,13,780
984,16,Goldner and Sons,Shampoo,101,5050
985,16,Goldner and Sons,Mousse,194,6790
986,16,Goldner and Sons,Conditioner,12,720
987,16,Flatley Group,Dry,68,2720
988,16,Flatley Group,Conditioner,13,780
989,16,Flatley Group,Shampoo,52,2600
990,16,"Schuppe, Homenick and Labadie",Shampoo,102,5100
991,16,"Schuppe, Homenick and Labadie",Mousse,40,1400
992,16,"Schuppe, Homenick and Labadie",Dry,27,1080
993,16,"Schowalter, Halvorson and Bechtelar",Dry,12,480
994,16,"Schowalter, Halvorson and Bechtelar",Conditioner,35,2100
995,16,"Schowalter, Halvorson and Bechtelar",Shampoo,49,2450
996,16,"Bailey, Bergnaum and Sanford",Dry,436,17440
997,16,"Bailey, Bergnaum and Sanford",Gel,168,5040
998,16,"Bailey, Bergnaum and Sanford",Conditioner,217,13020
999,16,"Wintheiser, Witting and Fay",Mousse,46,1610
1000,16,"Wintheiser, Witting and Fay",Conditioner,73,4380
1001,16,"Wintheiser, Witting and Fay",Dry,26,1040
1002,16,Mann Inc,Dry,72,2880
1003,16,Mann Inc,Conditioner,5,300
1004,16,Mann Inc,Gel,26,780
1005,16,Lockman-Marquardt,Mousse,92,3220
1006,16,Lockman-Marquardt,Gel,29,870
1007,16,Lockman-Marquardt,Dry,61,2440
1008,16,Corwin Ltd,Shampoo,65,3250
1009,16,Corwin Ltd,Gel,688,20640
1010,16,Corwin Ltd,Mousse,576,20160
1011,16,Bradtke Inc,Conditioner,25,1500
1012,16,Bradtke Inc,Shampoo,49,2450
1013,16,Bradtke Inc,Dry,15,600
1014,16,Marks Ltd,Dry,145,5800
1015,16,Marks Ltd,Mousse,177,6195
1016,16,Marks Ltd,Conditioner,13,780
1017,16,Harvey-Baumbach,Shampoo,63,3150
1018,16,Harvey-Baumbach,Mousse,517,18095
1019,16,Harvey-Baumbach,Gel,608,18240
1020,16,King Group,Mousse,100,3500
1021,16,King Group,Conditioner,8,480
1022,16,King Group,Dry,69,2760
1023,16,Hintz-Mohr,Shampoo,261,13050
1024,16,Hintz-Mohr,Mousse,157,5495
1025,16,Hintz-Mohr,Conditioner,188,11280
1026,16,"Schroeder, Crist and Medhurst",Dry,146,5840
1027,16,"Schroeder, Crist and Medhurst",Shampoo,92,4600
1028,16,"Schroeder, Crist and Medhurst",Mousse,186,6510
1029,16,Shanahan-Aufderhar,Gel,90,2700
1030,16,Shanahan-Aufderhar,Mousse,90,3150
1031,16,Shanahan-Aufderhar,Dry,22,880
1032,16,Beier Inc,Gel,649,19470
1033,16,Beier Inc,Shampoo,77,3850
1034,16,Beier Inc,Mousse,582,20370
1035,16,Schuppe LLC,Mousse,27,945
1036,16,Schuppe LLC,Shampoo,59,2950
1037,16,Schuppe LLC,Conditioner,27,1620
1038,16,Spinka PLC,Conditioner,15,900
1039,16,Spinka PLC,Dry,140,5600
1040,16,Spinka PLC,Shampoo,34,1700
1041,16,Predovic LLC,Conditioner,55,3300
1042,16,Predovic LLC,Dry,35,1400
1043,16,Predovic LLC,Shampoo,86,4300
1044,16,Tremblay and Sons,Shampoo,31,1550
1045,16,Tremblay and Sons,Conditioner,60,3600
1046,16,Tremblay and Sons,Mousse,186,6510
1047,16,Hoppe Ltd,Shampoo,115,5750
1048,16,Hoppe Ltd,Gel,58,1740
1049,16,Hoppe Ltd,Mousse,44,1540
1050,16,West Inc,Shampoo,7,350
1051,16,West Inc,Mousse,86,3010
1052,16,West Inc,Conditioner,5,300
1053,16,Becker-McGlynn,Gel,592,17760
1054,16,Becker-McGlynn,Conditioner,50,3000
1055,16,Becker-McGlynn,Dry,419,16760
1056,16,Mertz LLC,Mousse,182,6370
1057,16,Mertz LLC,Dry,39,1560
1058,16,Mertz LLC,Shampoo,30,1500
1059,16,Zieme-Kiehn,Shampoo,25,1250
1060,16,Zieme-Kiehn,Gel,199,5970
1061,16,Zieme-Kiehn,Conditioner,54,3240
1062,16,"Luettgen, Mraz and Barrows",Gel,599,17970
1063,16,"Luettgen, Mraz and Barrows",Dry,400,16000
1064,16,"Luettgen, Mraz and Barrows",Mousse,560,19600
1065,16,Treutel Inc,Conditioner,63,3780
1066,16,Treutel Inc,Shampoo,95,4750
1067,16,Treutel Inc,Gel,180,5400
1068,16,Kuvalis-O'Keefe,Mousse,53,1855
1069,16,Kuvalis-O'Keefe,Shampoo,107,5350
1070,16,Kuvalis-O'Keefe,Dry,33,1320
1071,16,Casper Ltd,Gel,220,6600
1072,16,Casper Ltd,Conditioner,20,1200
1073,16,Casper Ltd,Mousse,183,6405
1074,16,"Ullrich, Friesen and Heathcote",Dry,62,2480
1075,16,"Ullrich, Friesen and Heathcote",Conditioner,6,360
1076,16,"Ullrich, Friesen and Heathcote",Gel,24,720
1077,16,Feeney-Smith,Mousse,25,875
1078,16,Feeney-Smith,Shampoo,39,1950
1079,16,Feeney-Smith,Conditioner,28,1680
1080,16,Jacobs-Pacocha,Shampoo,104,5200
1081,16,Jacobs-Pacocha,Mousse,196,6860
1082,16,Jacobs-Pacocha,Conditioner,11,660
1083,16,Ondricka Ltd,Gel,226,6780
1084,16,Ondricka Ltd,Conditioner,7,420
1085,16,Ondricka Ltd,Mousse,153,5355
1086,16,Hermiston Inc,Dry,412,16480
1087,16,Hermiston Inc,Gel,165,4950
1088,16,Hermiston Inc,Conditioner,177,10620
1089,16,"King, Schneider and Kuphal",Dry,64,2560
1090,16,"King, Schneider and Kuphal",Shampoo,17,850
1091,16,"King, Schneider and Kuphal",Gel,127,3810
1092,16,Thiel-Wilderman,Shampoo,85,4250
1093,16,Thiel-Wilderman,Mousse,580,20300
1094,16,Thiel-Wilderman,Dry,105,4200
1095,16,Glover Group,Shampoo,28,1400
1096,16,Glover Group,Gel,184,5520
1097,16,Glover Group,Mousse,185,6475
1098,16,Hand-Schoen,Dry,94,3760
1099,16,Hand-Schoen,Gel,642,19260
1100,16,Hand-Schoen,Mousse,135,4725
1101,16,Orn Ltd,Conditioner,46,2760
1102,16,Orn Ltd,Gel,178,5340
1103,16,Orn Ltd,Mousse,533,18655
1104,16,"Swift, Yost and Stoltenberg",Conditioner,70,4200
1105,16,"Swift, Yost and Stoltenberg",Shampoo,23,1150
1106,16,"Swift, Yost and Stoltenberg",Dry,28,1120
1107,16,Bauch PLC,Dry,144,5760
1108,16,Bauch PLC,Mousse,47,1645
1109,16,Bauch PLC,Shampoo,88,4400
1110,16,Goodwin-Purdy,Conditioner,220,13200
1111,16,Goodwin-Purdy,Dry,440,17600
1112,16,Goodwin-Purdy,Gel,162,4860
1113,16,Kassulke Ltd,Mousse,26,910
1114,16,Kassulke Ltd,Gel,28,840
1115,16,Kassulke Ltd,Shampoo,42,2100
1116,16,"Dach, Berge and Lebsack",Gel,201,6030
1117,16,"Dach, Berge and Lebsack",Dry,31,1240
