Index,Week,Customer,SalonType,Market,Product,Qty,Money
414,16,Nader Inc,Retail,Small,Conditioner,34,2040
415,16,Nader Inc,Retail,Small,Gel,104,3120
416,16,Nader Inc,Retail,Small,Shampoo,12,600
417,16,Kemmer LLC,Scholar,Major,Shampoo,70,3500
418,16,Kemmer LLC,Scholar,Major,Mousse,537,18795
419,16,Kemmer LLC,Scholar,Major,Conditioner,50,3000
420,16,Friesen-Miller,Upscale,Mid,Conditioner,80,4800
421,16,Friesen-Miller,Upscale,Mid,Dry,153,6120
422,16,Friesen-Miller,Upscale,Mid,Mousse,41,1435
423,16,Crist-Langosh,Suite,Small,Mousse,29,1015
424,16,Crist-Langosh,Suite,Small,Shampoo,56,2800
425,16,Crist-Langosh,Suite,Small,Conditioner,41,2460
426,16,"Grant, Schneider and Steuber",Importance,Major,Conditioner,46,2760
427,16,"Grant, Schneider and Steuber",Importance,Major,Dry,455,18200
428,16,"Grant, Schneider and Steuber",Importance,Major,Shampoo,293,14650
429,16,"Brown, Bosco and Kshlerin",Retail,Mid,Gel,216,6480
430,16,"Brown, Bosco and Kshlerin",Retail,Mid,Shampoo,31,1550
431,16,"Brown, Bosco and Kshlerin",Retail,Mid,Dry,32,1280
432,16,Jenkins-Johnson,Scholar,Small,Dry,76,3040
433,16,Jenkins-Johnson,Scholar,Small,Gel,102,3060
434,16,Jenkins-Johnson,Scholar,Small,Conditioner,6,360
435,16,"Effertz, West and Runte",Upscale,Major,Conditioner,187,11220
436,16,"Effertz, West and Runte",Upscale,Major,Dry,455,18200
437,16,"Effertz, West and Runte",Upscale,Major,Mousse,129,4515
438,16,"Schuster, Senger and Boyle",Suite,Mid,Mousse,39,1365
439,16,"Schuster, Senger and Boyle",Suite,Mid,Conditioner,64,3840
440,16,"Schuster, Senger and Boyle",Suite,Mid,Shampoo,95,4750
441,16,"Gusikowski, Aufderhar and Funk",Importance,Small,Conditioner,7,420
442,16,"Gusikowski, Aufderhar and Funk",Importance,Small,Shampoo,27,1350
443,16,"Gusikowski, Aufderhar and Funk",Importance,Small,Dry,73,2920
444,16,Ortiz Ltd,Retail,Major,Shampoo,70,3500
445,16,Ortiz Ltd,Retail,Major,Dry,112,4480
446,16,Ortiz Ltd,Retail,Major,Mousse,550,19250
447,16,Haley LLC,Scholar,Mid,Shampoo,26,1300
448,16,Haley LLC,Scholar,Mid,Conditioner,9,540
449,16,Haley LLC,Scholar,Mid,Dry,144,5760
450,16,Heller-Runte,Upscale,Small,Conditioner,29,1740
451,16,Heller-Runte,Upscale,Small,Mousse,27,945
452,16,Heller-Runte,Upscale,Small,Shampoo,51,2550
453,16,Rau-Hodkiewicz,Suite,Major,Gel,611,18330
454,16,Rau-Hodkiewicz,Suite,Major,Mousse,142,4970
455,16,Rau-Hodkiewicz,Suite,Major,Dry,103,4120
456,16,Cremin PLC,Importance,Mid,Conditioner,13,780
457,16,Cremin PLC,Importance,Mid,Gel,50,1500
458,16,Cremin PLC,Importance,Mid,Shampoo,116,5800
459,16,Torp PLC,Retail,Small,Conditioner,28,1680
460,16,Torp PLC,Retail,Small,Shampoo,13,650
461,16,Torp PLC,Retail,Small,Mousse,86,3010
462,16,"Halvorson, Reynolds and Gislason",Scholar,Major,Shampoo,62,3100
463,16,"Halvorson, Reynolds and Gislason",Scholar,Major,Conditioner,55,3300
464,16,"Halvorson, Reynolds and Gislason",Scholar,Major,Gel,628,18840
465,16,Pagac LLC,Upscale,Mid,Gel,58,1740
466,16,Pagac LLC,Upscale,Mid,Conditioner,56,3360
467,16,Pagac LLC,Upscale,Mid,Shampoo,90,4500
468,16,"Gislason, Mayert and Conn",Suite,Small,Dry,12,480
469,16,"Gislason, Mayert and Conn",Suite,Small,Shampoo,45,2250
470,16,"Gislason, Mayert and Conn",Suite,Small,Gel,110,3300
471,16,Kautzer-Pacocha,Importance,Major,Conditioner,53,3180
472,16,Kautzer-Pacocha,Importance,Major,Shampoo,296,14800
473,16,Kautzer-Pacocha,Importance,Major,Dry,456,18240
474,16,Kreiger-Schimmel,Retail,Mid,Dry,38,1520
475,16,Kreiger-Schimmel,Retail,Mid,Conditioner,67,4020
476,16,Kreiger-Schimmel,Retail,Mid,Gel,252,7560
477,16,Hamill-Lynch,Scholar,Small,Dry,83,3320
478,16,Hamill-Lynch,Scholar,Small,Mousse,96,3360
479,16,Hamill-Lynch,Scholar,Small,Conditioner,8,480
480,16,"Maggio, Lebsack and Gottlieb",Upscale,Major,Shampoo,277,13850
481,16,"Maggio, Lebsack and Gottlieb",Upscale,Major,Dry,390,15600
482,16,"Maggio, Lebsack and Gottlieb",Upscale,Major,Gel,164,4920
483,16,"Kuhlman, Predovic and Grady",Suite,Mid,Shampoo,90,4500
484,16,"Kuhlman, Predovic and Grady",Suite,Mid,Mousse,65,2275
485,16,"Kuhlman, Predovic and Grady",Suite,Mid,Conditioner,54,3240
486,16,Wisoky LLC,Importance,Small,Dry,69,2760
487,16,Wisoky LLC,Importance,Small,Shampoo,55,2750
488,16,Wisoky LLC,Importance,Small,Conditioner,9,540
489,16,"Lebsack, Zulauf and Ziemann",Retail,Major,Conditioner,191,11460
490,16,"Lebsack, Zulauf and Ziemann",Retail,Major,Mousse,558,19530
491,16,"Lebsack, Zulauf and Ziemann",Retail,Major,Dry,116,4640
492,16,"Boehm, Monahan and Considine",Scholar,Mid,Gel,217,6510
493,16,"Boehm, Monahan and Considine",Scholar,Mid,Shampoo,35,1750
494,16,"Boehm, Monahan and Considine",Scholar,Mid,Mousse,208,7280
495,16,"White, Quigley and O'Keefe",Upscale,Small,Gel,25,750
496,16,"White, Quigley and O'Keefe",Upscale,Small,Shampoo,41,2050
497,16,"White, Quigley and O'Keefe",Upscale,Small,Dry,62,2480
498,16,Padberg-Rowe,Suite,Major,Dry,101,4040
499,16,Padberg-Rowe,Suite,Major,Conditioner,200,12000
500,16,Padberg-Rowe,Suite,Major,Gel,636,19080
501,16,Towne-Brown,Importance,Mid,Shampoo,106,5300
502,16,Towne-Brown,Importance,Mid,Gel,49,1470
503,16,Towne-Brown,Importance,Mid,Dry,113,4520
504,16,Anderson LLC,Retail,Small,Gel,113,3390
505,16,Anderson LLC,Retail,Small,Dry,18,720
506,16,Anderson LLC,Retail,Small,Mousse,99,3465
507,16,Zieme-Pfeffer,Scholar,Major,Shampoo,77,3850
508,16,Zieme-Pfeffer,Scholar,Major,Conditioner,57,3420
509,16,Zieme-Pfeffer,Scholar,Major,Mousse,515,18025
510,16,Schowalter-Waelchi,Upscale,Mid,Mousse,39,1365
511,16,Schowalter-Waelchi,Upscale,Mid,Gel,66,1980
512,16,Schowalter-Waelchi,Upscale,Mid,Dry,161,6440
513,16,"Zemlak, Thiel and Ankunding",Suite,Small,Conditioner,29,1740
514,16,"Zemlak, Thiel and Ankunding",Suite,Small,Mousse,14,490
515,16,"Zemlak, Thiel and Ankunding",Suite,Small,Shampoo,49,2450
516,16,Kautzer-Prohaska,Importance,Major,Mousse,546,19110
517,16,Kautzer-Prohaska,Importance,Major,Gel,152,4560
518,16,Kautzer-Prohaska,Importance,Major,Dry,437,17480
519,16,Greenfelder-Gerhold,Retail,Mid,Mousse,193,6755
520,16,Greenfelder-Gerhold,Retail,Mid,Shampoo,25,1250
521,16,Greenfelder-Gerhold,Retail,Mid,Dry,43,1720
522,16,Keebler Group,Scholar,Small,Mousse,100,3500
523,16,Keebler Group,Scholar,Small,Conditioner,6,360
524,16,Keebler Group,Scholar,Small,Gel,125,3750
525,16,Quitzon PLC,Upscale,Major,Dry,394,15760
526,16,Quitzon PLC,Upscale,Major,Shampoo,271,13550
527,16,Quitzon PLC,Upscale,Major,Conditioner,190,11400
528,16,Ebert-Fay,Suite,Mid,Gel,208,6240
529,16,Ebert-Fay,Suite,Mid,Conditioner,52,3120
530,16,Ebert-Fay,Suite,Mid,Shampoo,87,4350
531,16,"Yundt, Dooley and Green",Importance,Small,Mousse,95,3325
532,16,"Yundt, Dooley and Green",Importance,Small,Dry,74,2960
533,16,"Yundt, Dooley and Green",Importance,Small,Gel,26,780
534,16,"Schmidt, Jacobs and Berge",Retail,Major,Conditioner,172,10320
535,16,"Schmidt, Jacobs and Berge",Retail,Major,Gel,652,19560
536,16,"Schmidt, Jacobs and Berge",Retail,Major,Shampoo,84,4200
537,16,Oberbrunner PLC,Scholar,Mid,Gel,239,7170
538,16,Oberbrunner PLC,Scholar,Mid,Dry,145,5800
539,16,Oberbrunner PLC,Scholar,Mid,Mousse,204,7140
540,17,Roberts-Trantow,Upscale,Small,Conditioner,32,1920
541,17,Roberts-Trantow,Upscale,Small,Mousse,20,700
542,17,Roberts-Trantow,Upscale,Small,Dry,70,2800
543,17,Zulauf-Kilback,Suite,Major,Conditioner,205,12300
544,17,Zulauf-Kilback,Suite,Major,Mousse,148,5180
545,17,Zulauf-Kilback,Suite,Major,Shampoo,246,12300
546,17,"Parisian, Glover and Schumm",Importance,Mid,Conditioner,11,660
547,17,"Parisian, Glover and Schumm",Importance,Mid,Shampoo,84,4200
548,17,"Parisian, Glover and Schumm",Importance,Mid,Gel,56,1680
549,17,Nader Inc,Retail,Small,Conditioner,30,1800
550,17,Nader Inc,Retail,Small,Gel,114,3420
551,17,Nader Inc,Retail,Small,Shampoo,15,750
552,17,Kemmer LLC,Scholar,Major,Shampoo,78,3900
553,17,Kemmer LLC,Scholar,Major,Mousse,532,18620
554,17,Kemmer LLC,Scholar,Major,Conditioner,53,3180
555,17,Friesen-Miller,Upscale,Mid,Conditioner,64,3840
556,17,Friesen-Miller,Upscale,Mid,Dry,159,6360
557,17,Friesen-Miller,Upscale,Mid,Mousse,49,1715
558,17,Crist-Langosh,Suite,Small,Mousse,24,840
559,17,Crist-Langosh,Suite,Small,Shampoo,48,2400
560,17,Crist-Langosh,Suite,Small,Conditioner,25,1500
561,17,"Grant, Schneider and Steuber",Importance,Major,Conditioner,40,2400
562,17,"Grant, Schneider and Steuber",Importance,Major,Dry,404,16160
563,17,"Grant, Schneider and Steuber",Importance,Major,Shampoo,296,14800
564,17,"Brown, Bosco and Kshlerin",Retail,Mid,Gel,211,6330
565,17,"Brown, Bosco and Kshlerin",Retail,Mid,Shampoo,18,900
566,17,"Brown, Bosco and Kshlerin",Retail,Mid,Dry,42,1680
567,17,Jenkins-Johnson,Scholar,Small,Dry,65,2600
568,17,Jenkins-Johnson,Scholar,Small,Gel,88,2640
569,17,Jenkins-Johnson,Scholar,Small,Conditioner,7,420
570,17,"Effertz, West and Runte",Upscale,Major,Conditioner,182,10920
571,17,"Effertz, West and Runte",Upscale,Major,Dry,431,17240
572,17,"Effertz, West and Runte",Upscale,Major,Mousse,140,4900
573,17,"Schuster, Senger and Boyle",Suite,Mid,Mousse,54,1890
574,17,"Schuster, Senger and Boyle",Suite,Mid,Conditioner,65,3900
575,17,"Schuster, Senger and Boyle",Suite,Mid,Shampoo,112,5600
576,17,"Gusikowski, Aufderhar and Funk",Importance,Small,Conditioner,9,540
577,17,"Gusikowski, Aufderhar and Funk",Importance,Small,Shampoo,52,2600
578,17,"Gusikowski, Aufderhar and Funk",Importance,Small,Dry,69,2760
579,17,Ortiz Ltd,Retail,Major,Shampoo,75,3750
580,17,Ortiz Ltd,Retail,Major,Dry,112,4480
581,17,Ortiz Ltd,Retail,Major,Mousse,559,19565
582,17,Haley LLC,Scholar,Mid,Shampoo,19,950
583,17,Haley LLC,Scholar,Mid,Conditioner,15,900
584,17,Haley LLC,Scholar,Mid,Dry,125,5000
585,17,Heller-Runte,Upscale,Small,Conditioner,42,2520
586,17,Heller-Runte,Upscale,Small,Mousse,25,875
587,17,Heller-Runte,Upscale,Small,Shampoo,50,2500
588,17,Rau-Hodkiewicz,Suite,Major,Gel,630,18900
589,17,Rau-Hodkiewicz,Suite,Major,Mousse,129,4515
590,17,Rau-Hodkiewicz,Suite,Major,Dry,130,5200
591,17,Cremin PLC,Importance,Mid,Conditioner,16,960
592,17,Cremin PLC,Importance,Mid,Gel,46,1380
593,17,Cremin PLC,Importance,Mid,Shampoo,98,4900
594,17,Torp PLC,Retail,Small,Conditioner,36,2160
595,17,Torp PLC,Retail,Small,Shampoo,13,650
596,17,Torp PLC,Retail,Small,Mousse,81,2835
597,17,"Halvorson, Reynolds and Gislason",Scholar,Major,Shampoo,79,3950
598,17,"Halvorson, Reynolds and Gislason",Scholar,Major,Conditioner,51,3060
599,17,"Halvorson, Reynolds and Gislason",Scholar,Major,Gel,640,19200
600,17,Pagac LLC,Upscale,Mid,Gel,68,2040
601,17,Pagac LLC,Upscale,Mid,Conditioner,69,4140
602,17,Pagac LLC,Upscale,Mid,Shampoo,94,4700
603,17,"Gislason, Mayert and Conn",Suite,Small,Dry,17,680
604,17,"Gislason, Mayert and Conn",Suite,Small,Shampoo,58,2900
605,17,"Gislason, Mayert and Conn",Suite,Small,Gel,139,4170
606,17,Kautzer-Pacocha,Importance,Major,Conditioner,42,2520
607,17,Kautzer-Pacocha,Importance,Major,Shampoo,288,14400
608,17,Kautzer-Pacocha,Importance,Major,Dry,412,16480
609,17,Kreiger-Schimmel,Retail,Mid,Dry,38,1520
610,17,Kreiger-Schimmel,Retail,Mid,Conditioner,68,4080
611,17,Kreiger-Schimmel,Retail,Mid,Gel,220,6600
612,17,Hamill-Lynch,Scholar,Small,Dry,68,2720
613,17,Hamill-Lynch,Scholar,Small,Mousse,99,3465
614,17,Hamill-Lynch,Scholar,Small,Conditioner,4,240
615,17,"Maggio, Lebsack and Gottlieb",Upscale,Major,Shampoo,270,13500
616,17,"Maggio, Lebsack and Gottlieb",Upscale,Major,Dry,424,16960
617,17,"Maggio, Lebsack and Gottlieb",Upscale,Major,Gel,153,4590
618,17,"Kuhlman, Predovic and Grady",Suite,Mid,Shampoo,85,4250
619,17,"Kuhlman, Predovic and Grady",Suite,Mid,Mousse,46,1610
620,17,"Kuhlman, Predovic and Grady",Suite,Mid,Conditioner,54,3240
621,17,Wisoky LLC,Importance,Small,Dry,69,2760
622,17,Wisoky LLC,Importance,Small,Shampoo,51,2550
623,17,Wisoky LLC,Importance,Small,Conditioner,11,660
624,17,"Lebsack, Zulauf and Ziemann",Retail,Major,Conditioner,181,10860
625,17,"Lebsack, Zulauf and Ziemann",Retail,Major,Mousse,548,19180
626,17,"Lebsack, Zulauf and Ziemann",Retail,Major,Dry,121,4840
627,17,"Boehm, Monahan and Considine",Scholar,Mid,Gel,215,6450
628,17,"Boehm, Monahan and Considine",Scholar,Mid,Shampoo,26,1300
629,17,"Boehm, Monahan and Considine",Scholar,Mid,Mousse,207,7245
630,17,"White, Quigley and O'Keefe",Upscale,Small,Gel,38,1140
631,17,"White, Quigley and O'Keefe",Upscale,Small,Shampoo,45,2250
632,17,"White, Quigley and O'Keefe",Upscale,Small,Dry,72,2880
633,17,Padberg-Rowe,Suite,Major,Dry,119,4760
634,17,Padberg-Rowe,Suite,Major,Conditioner,198,11880
635,17,Padberg-Rowe,Suite,Major,Gel,633,18990
636,17,Towne-Brown,Importance,Mid,Shampoo,104,5200
637,17,Towne-Brown,Importance,Mid,Gel,66,1980
638,17,Towne-Brown,Importance,Mid,Dry,146,5840
639,17,Anderson LLC,Retail,Small,Gel,97,2910
640,17,Anderson LLC,Retail,Small,Dry,18,720
641,17,Anderson LLC,Retail,Small,Mousse,107,3745
642,17,Zieme-Pfeffer,Scholar,Major,Shampoo,80,4000
643,17,Zieme-Pfeffer,Scholar,Major,Conditioner,55,3300
644,17,Zieme-Pfeffer,Scholar,Major,Mousse,564,19740
645,17,Schowalter-Waelchi,Upscale,Mid,Mousse,48,1680
646,17,Schowalter-Waelchi,Upscale,Mid,Gel,43,1290
647,17,Schowalter-Waelchi,Upscale,Mid,Dry,151,6040
648,17,"Zemlak, Thiel and Ankunding",Suite,Small,Conditioner,28,1680
649,17,"Zemlak, Thiel and Ankunding",Suite,Small,Mousse,21,735
650,17,"Zemlak, Thiel and Ankunding",Suite,Small,Shampoo,52,2600
651,17,Kautzer-Prohaska,Importance,Major,Mousse,589,20615
652,17,Kautzer-Prohaska,Importance,Major,Gel,175,5250
653,17,Kautzer-Prohaska,Importance,Major,Dry,436,17440
654,17,Greenfelder-Gerhold,Retail,Mid,Mousse,187,6545
655,17,Greenfelder-Gerhold,Retail,Mid,Shampoo,13,650
656,17,Greenfelder-Gerhold,Retail,Mid,Dry,24,960
657,17,Keebler Group,Scholar,Small,Mousse,82,2870
658,17,Keebler Group,Scholar,Small,Conditioner,14,840
659,17,Keebler Group,Scholar,Small,Gel,97,2910
660,17,Quitzon PLC,Upscale,Major,Dry,452,18080
661,17,Quitzon PLC,Upscale,Major,Shampoo,267,13350
662,17,Quitzon PLC,Upscale,Major,Conditioner,190,11400
663,17,Ebert-Fay,Suite,Mid,Gel,195,5850
664,17,Ebert-Fay,Suite,Mid,Conditioner,72,4320
665,17,Ebert-Fay,Suite,Mid,Shampoo,96,4800
666,17,"Yundt, Dooley and Green",Importance,Small,Mousse,110,3850
667,17,"Yundt, Dooley and Green",Importance,Small,Dry,68,2720
668,17,"Yundt, Dooley and Green",Importance,Small,Gel,27,810
669,17,"Schmidt, Jacobs and Berge",Retail,Major,Conditioner,201,12060
670,17,"Schmidt, Jacobs and Berge",Retail,Major,Gel,617,18510
671,17,"Schmidt, Jacobs and Berge",Retail,Major,Shampoo,74,3700
672,17,Oberbrunner PLC,Scholar,Mid,Gel,229,6870
673,17,Oberbrunner PLC,Scholar,Mid,Dry,150,6000
674,17,Oberbrunner PLC,Scholar,Mid,Mousse,207,7245
675,18,Roberts-Trantow,Upscale,Small,Conditioner,18,1080
676,18,Roberts-Trantow,Upscale,Small,Mousse,29,1015
677,18,Roberts-Trantow,Upscale,Small,Dry,74,2960
678,18,Zulauf-Kilback,Suite,Major,Conditioner,201,12060
679,18,Zulauf-Kilback,Suite,Major,Mousse,130,4550
680,18,Zulauf-Kilback,Suite,Major,Shampoo,284,14200
681,18,"Parisian, Glover and Schumm",Importance,Mid,Conditioner,19,1140
682,18,"Parisian, Glover and Schumm",Importance,Mid,Shampoo,89,4450
683,18,"Parisian, Glover and Schumm",Importance,Mid,Gel,50,1500
684,18,Nader Inc,Retail,Small,Conditioner,26,1560
685,18,Nader Inc,Retail,Small,Gel,128,3840
686,18,Nader Inc,Retail,Small,Shampoo,10,500
687,18,Kemmer LLC,Scholar,Major,Shampoo,72,3600
688,18,Kemmer LLC,Scholar,Major,Mousse,603,21105
689,18,Kemmer LLC,Scholar,Major,Conditioner,49,2940
690,18,Friesen-Miller,Upscale,Mid,Conditioner,73,4380
691,18,Friesen-Miller,Upscale,Mid,Dry,149,5960
692,18,Friesen-Miller,Upscale,Mid,Mousse,43,1505
693,18,Crist-Langosh,Suite,Small,Mousse,30,1050
694,18,Crist-Langosh,Suite,Small,Shampoo,56,2800
695,18,Crist-Langosh,Suite,Small,Conditioner,24,1440
696,18,"Grant, Schneider and Steuber",Importance,Major,Conditioner,51,3060
697,18,"Grant, Schneider and Steuber",Importance,Major,Dry,430,17200
698,18,"Grant, Schneider and Steuber",Importance,Major,Shampoo,300,15000
699,18,"Brown, Bosco and Kshlerin",Retail,Mid,Gel,204,6120
700,18,"Brown, Bosco and Kshlerin",Retail,Mid,Shampoo,19,950
701,18,"Brown, Bosco and Kshlerin",Retail,Mid,Dry,39,1560
702,18,Jenkins-Johnson,Scholar,Small,Dry,85,3400
703,18,Jenkins-Johnson,Scholar,Small,Gel,92,2760
704,18,Jenkins-Johnson,Scholar,Small,Conditioner,9,540
705,18,"Effertz, West and Runte",Upscale,Major,Conditioner,212,12720
706,18,"Effertz, West and Runte",Upscale,Major,Dry,481,19240
707,18,"Effertz, West and Runte",Upscale,Major,Mousse,141,4935
708,18,"Schuster, Senger and Boyle",Suite,Mid,Mousse,50,1750
709,18,"Schuster, Senger and Boyle",Suite,Mid,Conditioner,62,3720
710,18,"Schuster, Senger and Boyle",Suite,Mid,Shampoo,92,4600
711,18,"Gusikowski, Aufderhar and Funk",Importance,Small,Conditioner,6,360
712,18,"Gusikowski, Aufderhar and Funk",Importance,Small,Shampoo,54,2700
713,18,"Gusikowski, Aufderhar and Funk",Importance,Small,Dry,75,3000
714,18,Ortiz Ltd,Retail,Major,Shampoo,67,3350
715,18,Ortiz Ltd,Retail,Major,Dry,101,4040
716,18,Ortiz Ltd,Retail,Major,Mousse,555,19425
717,18,Haley LLC,Scholar,Mid,Shampoo,35,1750
718,18,Haley LLC,Scholar,Mid,Conditioner,17,1020
719,18,Haley LLC,Scholar,Mid,Dry,157,6280
720,18,Heller-Runte,Upscale,Small,Conditioner,36,2160
721,18,Heller-Runte,Upscale,Small,Mousse,28,980
722,18,Heller-Runte,Upscale,Small,Shampoo,46,2300
723,18,Rau-Hodkiewicz,Suite,Major,Gel,623,18690
724,18,Rau-Hodkiewicz,Suite,Major,Mousse,166,5810
725,18,Rau-Hodkiewicz,Suite,Major,Dry,99,3960
726,18,Cremin PLC,Importance,Mid,Conditioner,18,1080
727,18,Cremin PLC,Importance,Mid,Gel,63,1890
728,18,Cremin PLC,Importance,Mid,Shampoo,122,6100
729,18,Torp PLC,Retail,Small,Conditioner,36,2160
730,18,Torp PLC,Retail,Small,Shampoo,8,400
731,18,Torp PLC,Retail,Small,Mousse,97,3395
732,18,"Halvorson, Reynolds and Gislason",Scholar,Major,Shampoo,71,3550
733,18,"Halvorson, Reynolds and Gislason",Scholar,Major,Conditioner,57,3420
734,18,"Halvorson, Reynolds and Gislason",Scholar,Major,Gel,650,19500
735,18,Pagac LLC,Upscale,Mid,Gel,54,1620
736,18,Pagac LLC,Upscale,Mid,Conditioner,65,3900
737,18,Pagac LLC,Upscale,Mid,Shampoo,103,5150
738,18,"Gislason, Mayert and Conn",Suite,Small,Dry,15,600
739,18,"Gislason, Mayert and Conn",Suite,Small,Shampoo,38,1900
740,18,"Gislason, Mayert and Conn",Suite,Small,Gel,99,2970
741,18,Kautzer-Pacocha,Importance,Major,Conditioner,59,3540
742,18,Kautzer-Pacocha,Importance,Major,Shampoo,264,13200
743,18,Kautzer-Pacocha,Importance,Major,Dry,459,18360
744,18,Kreiger-Schimmel,Retail,Mid,Dry,32,1280
745,18,Kreiger-Schimmel,Retail,Mid,Conditioner,69,4140
746,18,Kreiger-Schimmel,Retail,Mid,Gel,223,6690
747,18,Hamill-Lynch,Scholar,Small,Dry,79,3160
748,18,Hamill-Lynch,Scholar,Small,Mousse,95,3325
749,18,Hamill-Lynch,Scholar,Small,Conditioner,7,420
750,18,"Maggio, Lebsack and Gottlieb",Upscale,Major,Shampoo,299,14950
751,18,"Maggio, Lebsack and Gottlieb",Upscale,Major,Dry,445,17800
752,18,"Maggio, Lebsack and Gottlieb",Upscale,Major,Gel,158,4740
753,18,"Kuhlman, Predovic and Grady",Suite,Mid,Shampoo,93,4650
754,18,"Kuhlman, Predovic and Grady",Suite,Mid,Mousse,51,1785
755,18,"Kuhlman, Predovic and Grady",Suite,Mid,Conditioner,78,4680
756,18,Wisoky LLC,Importance,Small,Dry,68,2720
757,18,Wisoky LLC,Importance,Small,Shampoo,57,2850
758,18,Wisoky LLC,Importance,Small,Conditioner,13,780
759,18,"Lebsack, Zulauf and Ziemann",Retail,Major,Conditioner,199,11940
760,18,"Lebsack, Zulauf and Ziemann",Retail,Major,Mousse,568,19880
761,18,"Lebsack, Zulauf and Ziemann",Retail,Major,Dry,119,4760
762,18,"Boehm, Monahan and Considine",Scholar,Mid,Gel,236,7080
763,18,"Boehm, Monahan and Considine",Scholar,Mid,Shampoo,14,700
764,18,"Boehm, Monahan and Considine",Scholar,Mid,Mousse,202,7070
765,18,"White, Quigley and O'Keefe",Upscale,Small,Gel,34,1020
766,18,"White, Quigley and O'Keefe",Upscale,Small,Shampoo,43,2150
767,18,"White, Quigley and O'Keefe",Upscale,Small,Dry,84,3360
768,18,Padberg-Rowe,Suite,Major,Dry,107,4280
769,18,Padberg-Rowe,Suite,Major,Conditioner,179,10740
770,18,Padberg-Rowe,Suite,Major,Gel,610,18300
771,18,Towne-Brown,Importance,Mid,Shampoo,93,4650
772,18,Towne-Brown,Importance,Mid,Gel,60,1800
773,18,Towne-Brown,Importance,Mid,Dry,139,5560
774,18,Anderson LLC,Retail,Small,Gel,95,2850
775,18,Anderson LLC,Retail,Small,Dry,13,520
776,18,Anderson LLC,Retail,Small,Mousse,96,3360
777,18,Zieme-Pfeffer,Scholar,Major,Shampoo,80,4000
778,18,Zieme-Pfeffer,Scholar,Major,Conditioner,56,3360
779,18,Zieme-Pfeffer,Scholar,Major,Mousse,562,19670
780,18,Schowalter-Waelchi,Upscale,Mid,Mousse,48,1680
781,18,Schowalter-Waelchi,Upscale,Mid,Gel,49,1470
782,18,Schowalter-Waelchi,Upscale,Mid,Dry,135,5400
783,18,"Zemlak, Thiel and Ankunding",Suite,Small,Conditioner,39,2340
784,18,"Zemlak, Thiel and Ankunding",Suite,Small,Mousse,24,840
785,18,"Zemlak, Thiel and Ankunding",Suite,Small,Shampoo,46,2300
786,18,Kautzer-Prohaska,Importance,Major,Mousse,629,22015
787,18,Kautzer-Prohaska,Importance,Major,Gel,151,4530
788,18,Kautzer-Prohaska,Importance,Major,Dry,489,19560
789,18,Greenfelder-Gerhold,Retail,Mid,Mousse,205,7175
790,18,Greenfelder-Gerhold,Retail,Mid,Shampoo,25,1250
791,18,Greenfelder-Gerhold,Retail,Mid,Dry,30,1200
792,18,Keebler Group,Scholar,Small,Mousse,110,3850
793,18,Keebler Group,Scholar,Small,Conditioner,10,600
794,18,Keebler Group,Scholar,Small,Gel,97,2910
795,18,Quitzon PLC,Upscale,Major,Dry,452,18080
796,18,Quitzon PLC,Upscale,Major,Shampoo,307,15350
797,18,Quitzon PLC,Upscale,Major,Conditioner,204,12240
798,18,Ebert-Fay,Suite,Mid,Gel,226,6780
799,18,Ebert-Fay,Suite,Mid,Conditioner,56,3360
800,18,Ebert-Fay,Suite,Mid,Shampoo,84,4200
801,18,"Yundt, Dooley and Green",Importance,Small,Mousse,77,2695
802,18,"Yundt, Dooley and Green",Importance,Small,Dry,83,3320
803,18,"Yundt, Dooley and Green",Importance,Small,Gel,17,510
804,18,"Schmidt, Jacobs and Berge",Retail,Major,Conditioner,189,11340
805,18,"Schmidt, Jacobs and Berge",Retail,Major,Gel,660,19800
806,18,"Schmidt, Jacobs and Berge",Retail,Major,Shampoo,69,3450
807,18,Oberbrunner PLC,Scholar,Mid,Gel,210,6300
808,18,Oberbrunner PLC,Scholar,Mid,Dry,144,5760
809,18,Oberbrunner PLC,Scholar,Mid,Mousse,198,6930
810,19,Roberts-Trantow,Upscale,Small,Conditioner,25,1500
811,19,Roberts-Trantow,Upscale,Small,Mousse,26,910
812,19,Roberts-Trantow,Upscale,Small,Dry,98,3920
813,19,Zulauf-Kilback,Suite,Major,Conditioner,206,12360
814,19,Zulauf-Kilback,Suite,Major,Mousse,151,5285
815,19,Zulauf-Kilback,Suite,Major,Shampoo,301,15050
816,19,"Parisian, Glover and Schumm",Importance,Mid,Conditioner,20,1200
817,19,"Parisian, Glover and Schumm",Importance,Mid,Shampoo,112,5600
818,19,"Parisian, Glover and Schumm",Importance,Mid,Gel,49,1470
819,19,Nader Inc,Retail,Small,Conditioner,39,2340
820,19,Nader Inc,Retail,Small,Gel,91,2730
821,19,Nader Inc,Retail,Small,Shampoo,17,850
822,19,Kemmer LLC,Scholar,Major,Shampoo,58,2900
823,19,Kemmer LLC,Scholar,Major,Mousse,606,21210
824,19,Kemmer LLC,Scholar,Major,Conditioner,59,3540
825,19,Friesen-Miller,Upscale,Mid,Conditioner,70,4200
826,19,Friesen-Miller,Upscale,Mid,Dry,161,6440
827,19,Friesen-Miller,Upscale,Mid,Mousse,36,1260
828,19,Crist-Langosh,Suite,Small,Mousse,29,1015
